Entity;Week;Day;Flights;Flights (7-day moving average);Day 2019;Flights 2019 (Reference);% vs 2019 (Daily);% vs 2019 (7-day Moving Average);Day Previous Year;Flights Previous Year
Armenia;1;2021-01-06;21;21,6;2019-01-09;64;-67,19%;-71,51%;2020-01-08;88
Armenia;1;2021-01-07;26;21,6;2019-01-10;68;-61,76%;-71,07%;2020-01-09;73
Armenia;1;2021-01-08;35;24,6;2019-01-11;63;-44,44%;-66,80%;2020-01-10;70
Armenia;1;2021-01-09;26;26,3;2019-01-12;63;-58,73%;-64,20%;2020-01-11;77
Armenia;1;2021-01-10;35;27,6;2019-01-13;68;-48,53%;-60,85%;2020-01-12;70
Armenia;2;2021-01-11;25;28;2019-01-14;50;-50,00%;-57,02%;2020-01-13;72
Armenia;2;2021-01-12;19;26,7;2019-01-15;66;-71,21%;-57,69%;2020-01-14;69
Armenia;2;2021-01-13;13;25,6;2019-01-16;52;-75,00%;-58,37%;2020-01-15;72
Armenia;2;2021-01-14;22;25;2019-01-17;57;-61,40%;-58,23%;2020-01-16;66
Armenia;2;2021-01-15;38;25,4;2019-01-18;64;-40,63%;-57,62%;2020-01-17;66
Armenia;2;2021-01-16;18;24,3;2019-01-19;60;-70,00%;-59,23%;2020-01-18;77
Armenia;2;2021-01-17;25;22,9;2019-01-20;65;-61,54%;-61,35%;2020-01-19;68
Armenia;3;2021-01-18;22;22,4;2019-01-21;48;-54,17%;-61,89%;2020-01-20;66
Armenia;3;2021-01-19;15;21,9;2019-01-22;60;-75,00%;-62,32%;2020-01-21;69
Armenia;3;2021-01-20;22;23,1;2019-01-23;46;-52,17%;-59,50%;2020-01-22;61
Armenia;3;2021-01-21;21;23;2019-01-24;54;-61,11%;-59,45%;2020-01-23;69
Armenia;3;2021-01-22;26;21,3;2019-01-25;53;-50,94%;-61,40%;2020-01-24;60
Armenia;3;2021-01-23;20;21,6;2019-01-26;57;-64,91%;-60,57%;2020-01-25;69
Armenia;3;2021-01-24;28;22;2019-01-27;56;-50,00%;-58,82%;2020-01-26;70
Armenia;4;2021-01-25;23;22,1;2019-01-28;50;-54,00%;-58,78%;2020-01-27;59
Armenia;4;2021-01-26;21;23;2019-01-29;62;-66,13%;-57,41%;2020-01-28;65
Armenia;4;2021-01-27;15;22;2019-01-30;49;-69,39%;-59,58%;2020-01-29;56
Armenia;4;2021-01-28;30;23,3;2019-01-31;49;-38,78%;-56,65%;2020-01-30;57
Armenia;4;2021-01-29;26;23,3;2019-02-01;55;-52,73%;-56,88%;2020-01-31;60
Armenia;4;2021-01-30;19;23,1;2019-02-02;59;-67,80%;-57,37%;2020-02-01;67
Armenia;4;2021-01-31;29;23,3;2019-02-03;59;-50,85%;-57,44%;2020-02-02;68
Armenia;5;2021-02-01;27;23,9;2019-02-04;48;-43,75%;-56,17%;2020-02-03;61
Armenia;5;2021-02-02;24;24,3;2019-02-05;58;-58,62%;-54,91%;2020-02-04;68
Armenia;5;2021-02-03;16;24,4;2019-02-06;48;-66,67%;-54,52%;2020-02-05;54
Armenia;5;2021-02-04;28;24,1;2019-02-07;53;-47,17%;-55,53%;2020-02-06;62
Armenia;5;2021-02-05;32;25;2019-02-08;57;-43,86%;-54,19%;2020-02-07;59
Armenia;5;2021-02-06;19;25;2019-02-09;57;-66,67%;-53,95%;2020-02-08;66
Armenia;5;2021-02-07;35;25,9;2019-02-10;59;-40,68%;-52,37%;2020-02-09;66
Armenia;6;2021-02-08;30;26,3;2019-02-11;48;-37,50%;-51,58%;2020-02-10;59
Armenia;6;2021-02-09;24;26,3;2019-02-12;64;-62,50%;-52,33%;2020-02-11;67
Armenia;6;2021-02-10;28;28;2019-02-13;48;-41,67%;-49,22%;2020-02-12;57
Armenia;6;2021-02-11;29;28,1;2019-02-14;53;-45,28%;-48,96%;2020-02-13;57
Armenia;6;2021-02-12;32;28,1;2019-02-15;53;-39,62%;-48,43%;2020-02-14;64
Armenia;6;2021-02-13;40;31,1;2019-02-16;61;-34,43%;-43,52%;2020-02-15;68
Armenia;6;2021-02-14;41;32;2019-02-17;58;-29,31%;-41,82%;2020-02-16;66
Armenia;7;2021-02-15;28;31,7;2019-02-18;50;-44,00%;-42,64%;2020-02-17;59
Armenia;7;2021-02-16;33;33;2019-02-19;60;-45,00%;-39,69%;2020-02-18;67
Armenia;7;2021-02-17;26;32,7;2019-02-20;52;-50,00%;-40,83%;2020-02-19;52
Armenia;7;2021-02-18;30;32,9;2019-02-21;48;-37,50%;-39,79%;2020-02-20;60
Armenia;7;2021-02-19;36;33,4;2019-02-22;56;-35,71%;-39,22%;2020-02-21;57
Armenia;7;2021-02-20;37;33;2019-02-23;57;-35,09%;-39,37%;2020-02-22;73
Armenia;7;2021-02-21;45;33,6;2019-02-24;58;-22,41%;-38,32%;2020-02-23;65
Armenia;8;2021-02-22;30;33,9;2019-02-25;49;-38,78%;-37,63%;2020-02-24;65
Armenia;8;2021-02-23;32;33,7;2019-02-26;58;-44,83%;-37,57%;2020-02-25;66
Armenia;8;2021-02-24;28;34;2019-02-27;52;-46,15%;-37,04%;2020-02-26;59
Armenia;8;2021-02-25;41;35,6;2019-02-28;48;-14,58%;-34,13%;2020-02-27;51
Armenia;8;2021-02-26;46;37;2019-03-01;55;-16,36%;-31,30%;2020-02-28;62
Armenia;8;2021-02-27;59;40,1;2019-03-02;57;3,51%;-25,46%;2020-02-29;69
Armenia;8;2021-02-28;49;40,7;2019-03-03;60;-18,33%;-24,80%;2020-03-01;68
Armenia;9;2021-03-01;51;43,7;2019-03-04;51;0,00%;-19,69%;2020-03-02;61
Armenia;9;2021-03-02;27;43;2019-03-05;60;-55,00%;-21,41%;2020-03-03;68
Armenia;9;2021-03-03;26;42,7;2019-03-06;52;-50,00%;-21,93%;2020-03-04;59
Armenia;9;2021-03-04;38;42,3;2019-03-07;50;-24,00%;-23,12%;2020-03-05;58
Armenia;9;2021-03-05;36;40,9;2019-03-08;57;-36,84%;-26,10%;2020-03-06;61
Armenia;9;2021-03-06;32;37;2019-03-09;57;-43,86%;-33,07%;2020-03-07;78
Armenia;9;2021-03-07;39;35,6;2019-03-10;57;-31,58%;-35,16%;2020-03-08;61
Armenia;10;2021-03-08;31;32,7;2019-03-11;49;-36,73%;-40,05%;2020-03-09;68
Armenia;10;2021-03-09;29;33;2019-03-12;59;-50,85%;-39,37%;2020-03-10;69
Armenia;10;2021-03-10;31;33,7;2019-03-13;53;-41,51%;-38,22%;2020-03-11;62
Armenia;10;2021-03-11;40;34;2019-03-14;49;-18,37%;-37,53%;2020-03-12;52
Armenia;10;2021-03-12;37;34,1;2019-03-15;59;-37,29%;-37,60%;2020-03-13;62
Armenia;10;2021-03-13;40;35,3;2019-03-16;63;-36,51%;-36,50%;2020-03-14;67
Armenia;10;2021-03-14;35;34,7;2019-03-17;58;-39,66%;-37,69%;2020-03-15;64
Armenia;11;2021-03-15;34;35,1;2019-03-18;56;-39,29%;-38,04%;2020-03-16;61
Armenia;11;2021-03-16;35;36;2019-03-19;58;-39,66%;-36,36%;2020-03-17;53
Armenia;11;2021-03-17;32;36,1;2019-03-20;49;-34,69%;-35,46%;2020-03-18;45
Armenia;11;2021-03-18;43;36,6;2019-03-21;53;-18,87%;-35,35%;2020-03-19;33
Armenia;11;2021-03-19;44;37,6;2019-03-22;60;-26,67%;-33,75%;2020-03-20;37
Armenia;11;2021-03-20;52;39,3;2019-03-23;60;-13,33%;-30,20%;2020-03-21;20
Armenia;11;2021-03-21;46;40,9;2019-03-24;61;-24,59%;-27,96%;2020-03-22;23
Armenia;12;2021-03-22;38;41,4;2019-03-25;57;-33,33%;-27,14%;2020-03-23;17
Armenia;12;2021-03-23;29;40,6;2019-03-26;61;-52,46%;-29,18%;2020-03-24;19
Armenia;12;2021-03-24;34;40,9;2019-03-27;51;-33,33%;-29,03%;2020-03-25;13
Armenia;12;2021-03-25;48;41,6;2019-03-28;55;-12,73%;-28,15%;2020-03-26;11
Armenia;12;2021-03-26;52;42,7;2019-03-29;61;-14,75%;-26,35%;2020-03-27;14
Armenia;12;2021-03-27;54;43;2019-03-30;61;-11,48%;-26,04%;2020-03-28;17
Armenia;12;2021-03-28;43;42,6;2019-03-31;55;-21,82%;-25,69%;2020-03-29;9
Armenia;13;2021-03-29;52;44,6;2019-04-01;53;-1,89%;-21,41%;2020-03-30;13
Armenia;13;2021-03-30;41;46,3;2019-04-02;55;-25,45%;-17,14%;2020-03-31;2
Armenia;13;2021-03-31;44;47,7;2019-04-03;53;-16,98%;-15,01%;2020-04-01;6
Armenia;13;2021-04-01;52;48,3;2019-04-04;50;4,00%;-12,89%;2020-04-02;4
Armenia;13;2021-04-02;35;45,9;2019-04-05;53;-33,96%;-15,53%;2020-04-03;7
Armenia;13;2021-04-03;46;44,7;2019-04-06;55;-16,36%;-16,31%;2020-04-04;3
Armenia;13;2021-04-04;39;44,1;2019-04-07;54;-27,78%;-17,16%;2020-04-05;6
Armenia;14;2021-04-05;40;42,4;2019-04-08;49;-18,37%;-19,51%;2020-04-06;5
Armenia;14;2021-04-06;43;42,7;2019-04-09;62;-30,65%;-20,48%;2020-04-07;10
Armenia;14;2021-04-07;33;41,1;2019-04-10;50;-34,00%;-22,79%;2020-04-08;7
Armenia;14;2021-04-08;49;40,7;2019-04-11;55;-10,91%;-24,60%;2020-04-09;4
Armenia;14;2021-04-09;37;41;2019-04-12;54;-31,48%;-24,27%;2020-04-10;4
Armenia;14;2021-04-10;49;41,4;2019-04-13;59;-16,95%;-24,28%;2020-04-11;1
Armenia;14;2021-04-11;46;42,4;2019-04-14;54;-14,81%;-22,45%;2020-04-12;6
Armenia;15;2021-04-12;44;43;2019-04-15;46;-4,35%;-20,79%;2020-04-13;8
Armenia;15;2021-04-13;36;42;2019-04-16;54;-33,33%;-20,97%;2020-04-14;3
Armenia;15;2021-04-14;32;41,9;2019-04-17;52;-38,46%;-21,66%;2020-04-15;9
Armenia;15;2021-04-15;49;41,9;2019-04-18;54;-9,26%;-21,45%;2020-04-16;6
Armenia;15;2021-04-16;36;41,7;2019-04-19;57;-36,84%;-22,34%;2020-04-17;11
Armenia;15;2021-04-17;51;42;2019-04-20;55;-7,27%;-20,97%;2020-04-18;2
Armenia;15;2021-04-18;45;41,9;2019-04-21;54;-16,67%;-21,24%;2020-04-19;7
Armenia;16;2021-04-19;47;42,3;2019-04-22;55;-14,55%;-22,31%;2020-04-20;9
Armenia;16;2021-04-20;35;42,1;2019-04-23;62;-43,55%;-24,16%;2020-04-21;7
Armenia;16;2021-04-21;30;41,9;2019-04-24;56;-46,43%;-25,45%;2020-04-22;9
Armenia;16;2021-04-22;54;42,6;2019-04-25;60;-10,00%;-25,31%;2020-04-23;14
Armenia;16;2021-04-23;32;42;2019-04-26;62;-48,39%;-27,23%;2020-04-24;12
Armenia;16;2021-04-24;50;41,9;2019-04-27;59;-15,25%;-28,19%;2020-04-25;5
Armenia;16;2021-04-25;48;42,3;2019-04-28;64;-25,00%;-29,19%;2020-04-26;6
Armenia;17;2021-04-26;54;43,3;2019-04-29;68;-20,59%;-29,70%;2020-04-27;16
Armenia;17;2021-04-27;41;44,1;2019-04-30;77;-46,75%;-30,72%;2020-04-28;10
Armenia;17;2021-04-28;41;45,7;2019-05-01;59;-30,51%;-28,73%;2020-04-29;7
Armenia;17;2021-04-29;63;47;2019-05-02;61;3,28%;-26,89%;2020-04-30;13
Armenia;17;2021-04-30;49;49,4;2019-05-03;56;-12,50%;-22,07%;2020-05-01;8
Armenia;17;2021-05-01;52;49,7;2019-05-04;57;-8,77%;-21,27%;2020-05-02;5
Armenia;17;2021-05-02;48;49,7;2019-05-05;52;-7,69%;-19,07%;2020-05-03;5
Armenia;18;2021-05-03;51;49,3;2019-05-06;63;-19,05%;-18,82%;2020-05-04;6
Armenia;18;2021-05-04;42;49,4;2019-05-07;57;-26,32%;-14,57%;2020-05-05;9
Armenia;18;2021-05-05;53;51,1;2019-05-08;56;-5,36%;-10,95%;2020-05-06;7
Armenia;18;2021-05-06;58;50,4;2019-05-09;60;-3,33%;-11,97%;2020-05-07;3
Armenia;18;2021-05-07;37;48,7;2019-05-10;57;-35,09%;-15,17%;2020-05-08;4
Armenia;18;2021-05-08;46;47,9;2019-05-11;56;-17,86%;-16,46%;2020-05-09;6
Armenia;18;2021-05-09;52;48,4;2019-05-12;58;-10,34%;-16,71%;2020-05-10;9
Armenia;19;2021-05-10;54;48,9;2019-05-13;60;-10,00%;-15,35%;2020-05-11;1
Armenia;19;2021-05-11;44;49,1;2019-05-14;59;-25,42%;-15,27%;2020-05-12;6
Armenia;19;2021-05-12;51;48,9;2019-05-15;60;-15,00%;-16,59%;2020-05-13;6
Armenia;19;2021-05-13;58;48,9;2019-05-16;63;-7,94%;-17,19%;2020-05-14;8
Armenia;19;2021-05-14;44;49,9;2019-05-17;59;-25,42%;-15,90%;2020-05-15;13
Armenia;19;2021-05-15;46;49,9;2019-05-18;60;-23,33%;-16,71%;2020-05-16;1
Armenia;19;2021-05-16;48;49,3;2019-05-19;58;-17,24%;-17,66%;2020-05-17;7
Armenia;20;2021-05-17;50;48,7;2019-05-20;59;-15,25%;-18,42%;2020-05-18;5
Armenia;20;2021-05-18;43;48,6;2019-05-21;68;-36,76%;-20,37%;2020-05-19;7
Armenia;20;2021-05-19;48;48,1;2019-05-22;51;-5,88%;-19,38%;2020-05-20;8
Armenia;20;2021-05-20;51;47,1;2019-05-23;60;-15,00%;-20,48%;2020-05-21;5
Armenia;20;2021-05-21;41;46,7;2019-05-24;68;-39,71%;-22,88%;2020-05-22;8
Armenia;20;2021-05-22;47;46,9;2019-05-25;63;-25,40%;-23,19%;2020-05-23;10
Armenia;20;2021-05-23;45;46,4;2019-05-26;63;-28,57%;-24,77%;2020-05-24;7
Armenia;21;2021-05-24;48;46,1;2019-05-27;66;-27,27%;-26,42%;2020-05-25;7
Armenia;21;2021-05-25;42;46;2019-05-28;70;-40,00%;-26,98%;2020-05-26;7
Armenia;21;2021-05-26;45;45,6;2019-05-29;65;-30,77%;-29,89%;2020-05-27;10
Armenia;21;2021-05-27;59;46,7;2019-05-30;67;-11,94%;-29,22%;2020-05-28;7
Armenia;21;2021-05-28;37;46,1;2019-05-31;72;-48,61%;-30,69%;2020-05-29;9
Armenia;21;2021-05-29;54;47,1;2019-06-01;76;-28,95%;-31,11%;2020-05-30;7
Armenia;21;2021-05-30;52;48,1;2019-06-02;77;-32,47%;-31,64%;2020-05-31;11
Armenia;22;2021-05-31;59;49,7;2019-06-03;74;-20,27%;-30,54%;2020-06-01;4
Armenia;22;2021-06-01;38;49,1;2019-06-04;91;-58,24%;-34,10%;2020-06-02;13
Armenia;22;2021-06-02;53;50,3;2019-06-05;62;-14,52%;-32,18%;2020-06-03;4
Armenia;22;2021-06-03;64;51;2019-06-06;70;-8,57%;-31,61%;2020-06-04;19
Armenia;22;2021-06-04;45;52,1;2019-06-07;76;-40,79%;-30,61%;2020-06-05;11
Armenia;22;2021-06-05;54;52,1;2019-06-08;78;-30,77%;-30,87%;2020-06-06;4
Armenia;22;2021-06-06;56;52,7;2019-06-09;83;-32,53%;-30,90%;2020-06-07;9
Armenia;23;2021-06-07;58;52,6;2019-06-10;72;-19,44%;-30,83%;2020-06-08;10
Armenia;23;2021-06-08;40;52,9;2019-06-11;83;-51,81%;-29,39%;2020-06-09;7
Armenia;23;2021-06-09;46;51,9;2019-06-12;69;-33,33%;-31,64%;2020-06-10;8
Armenia;23;2021-06-10;61;51,4;2019-06-13;75;-18,67%;-32,84%;2020-06-11;7
Armenia;23;2021-06-11;58;53,3;2019-06-14;76;-23,68%;-30,41%;2020-06-12;6
Armenia;23;2021-06-12;57;53,7;2019-06-15;78;-26,92%;-29,85%;2020-06-13;12
Armenia;23;2021-06-13;54;53,4;2019-06-16;78;-30,77%;-29,57%;2020-06-14;11
Armenia;24;2021-06-14;61;53,9;2019-06-17;70;-12,86%;-28,73%;2020-06-15;9
Armenia;24;2021-06-15;50;55,3;2019-06-18;88;-43,18%;-27,53%;2020-06-16;10
Armenia;24;2021-06-16;42;54,7;2019-06-19;70;-40,00%;-28,41%;2020-06-17;7
Armenia;24;2021-06-17;65;55,3;2019-06-20;73;-10,96%;-27,39%;2020-06-18;17
Armenia;24;2021-06-18;67;56,6;2019-06-21;78;-14,10%;-25,98%;2020-06-19;14
Armenia;24;2021-06-19;57;56,6;2019-06-22;76;-25,00%;-25,70%;2020-06-20;15
Armenia;24;2021-06-20;60;57,4;2019-06-23;76;-21,05%;-24,29%;2020-06-21;5
Armenia;25;2021-06-21;69;58,6;2019-06-24;78;-11,54%;-23,93%;2020-06-22;7
Armenia;25;2021-06-22;53;59;2019-06-25;84;-36,90%;-22,80%;2020-06-23;24
Armenia;25;2021-06-23;49;60;2019-06-26;60;-18,33%;-20,00%;2020-06-24;18
Armenia;25;2021-06-24;70;60,7;2019-06-27;73;-4,11%;-19,05%;2020-06-25;10
Armenia;25;2021-06-25;76;62;2019-06-28;73;4,11%;-16,54%;2020-06-26;13
Armenia;25;2021-06-26;63;62,9;2019-06-29;76;-17,11%;-15,38%;2020-06-27;7
Armenia;25;2021-06-27;67;63,9;2019-06-30;77;-12,99%;-14,20%;2020-06-28;11
Armenia;26;2021-06-28;66;63,4;2019-07-01;79;-16,46%;-14,94%;2020-06-29;7
Armenia;26;2021-06-29;39;61,4;2019-07-02;89;-56,18%;-18,41%;2020-06-30;12
Armenia;26;2021-06-30;53;62;2019-07-03;72;-26,39%;-19,48%;2020-07-01;11
Armenia;26;2021-07-01;79;63,3;2019-07-04;78;1,28%;-18,57%;2020-07-02;6
Armenia;26;2021-07-02;89;65,1;2019-07-05;79;12,66%;-17,09%;2020-07-03;14
Armenia;26;2021-07-03;79;67,4;2019-07-06;77;2,60%;-14,34%;2020-07-04;5
Armenia;26;2021-07-04;54;65,6;2019-07-07;79;-31,65%;-17,00%;2020-07-05;7
Armenia;27;2021-07-05;90;69;2019-07-08;86;4,65%;-13,75%;2020-07-06;4
Armenia;27;2021-07-06;65;72,7;2019-07-09;102;-36,27%;-11,17%;2020-07-07;8
Armenia;27;2021-07-07;66;74,6;2019-07-10;92;-28,26%;-11,97%;2020-07-08;8
Armenia;27;2021-07-08;87;75,7;2019-07-11;96;-9,38%;-13,26%;2020-07-09;11
Armenia;27;2021-07-09;90;75,9;2019-07-12;103;-12,62%;-16,38%;2020-07-10;10
Armenia;27;2021-07-10;80;76;2019-07-13;99;-19,19%;-19,03%;2020-07-11;8
Armenia;27;2021-07-11;70;78,3;2019-07-14;96;-27,08%;-18,69%;2020-07-12;6
Armenia;28;2021-07-12;95;79;2019-07-15;101;-5,94%;-19,74%;2020-07-13;6
Armenia;28;2021-07-13;69;79,6;2019-07-16;112;-38,39%;-20,31%;2020-07-14;10
Armenia;28;2021-07-14;79;81,4;2019-07-17;92;-14,13%;-18,45%;2020-07-15;8
Armenia;28;2021-07-15;82;80,7;2019-07-18;96;-14,58%;-19,17%;2020-07-16;16
Armenia;28;2021-07-16;87;80,3;2019-07-19;107;-18,69%;-20,06%;2020-07-17;18
Armenia;28;2021-07-17;69;78,7;2019-07-20;96;-28,13%;-21,29%;2020-07-18;6
Armenia;28;2021-07-18;65;78;2019-07-21;97;-32,99%;-22,11%;2020-07-19;10
Armenia;29;2021-07-19;89;77,1;2019-07-22;97;-8,25%;-22,53%;2020-07-20;13
Armenia;29;2021-07-20;65;76,6;2019-07-23;112;-41,96%;-23,10%;2020-07-21;14
Armenia;29;2021-07-21;69;75,1;2019-07-24;91;-24,18%;-24,43%;2020-07-22;14
Armenia;29;2021-07-22;81;75;2019-07-25;93;-12,90%;-24,24%;2020-07-23;12
Armenia;29;2021-07-23;86;74,9;2019-07-26;107;-19,63%;-24,39%;2020-07-24;9
Armenia;29;2021-07-24;83;76,9;2019-07-27;99;-16,16%;-22,70%;2020-07-25;13
Armenia;29;2021-07-25;64;76,7;2019-07-28;99;-35,35%;-23,07%;2020-07-26;9
Armenia;30;2021-07-26;86;76,3;2019-07-29;101;-14,85%;-23,93%;2020-07-27;10
Armenia;30;2021-07-27;79;78,3;2019-07-30;112;-29,46%;-21,94%;2020-07-28;8
Armenia;30;2021-07-28;80;79,9;2019-07-31;90;-11,11%;-20,26%;2020-07-29;11
Armenia;30;2021-07-29;89;81;2019-08-01;102;-12,75%;-20,14%;2020-07-30;11
Armenia;30;2021-07-30;92;81,9;2019-08-02;101;-8,91%;-18,61%;2020-07-31;7
Armenia;30;2021-07-31;94;83,4;2019-08-03;96;-2,08%;-16,69%;2020-08-01;12
Armenia;30;2021-08-01;71;84,4;2019-08-04;100;-29,00%;-15,81%;2020-08-02;10
Armenia;31;2021-08-02;97;86;2019-08-05;95;2,11%;-13,51%;2020-08-03;11
Armenia;31;2021-08-03;78;85,9;2019-08-06;100;-22,00%;-12,13%;2020-08-04;18
Armenia;31;2021-08-04;72;84,7;2019-08-07;85;-15,29%;-12,67%;2020-08-05;9
Armenia;31;2021-08-05;98;86;2019-08-08;101;-2,97%;-11,21%;2020-08-06;12
Armenia;31;2021-08-06;94;86,3;2019-08-09;114;-17,54%;-12,59%;2020-08-07;11
Armenia;31;2021-08-07;92;86;2019-08-10;100;-8,00%;-13,38%;2020-08-08;20
Armenia;31;2021-08-08;72;86,1;2019-08-11;101;-28,71%;-13,36%;2020-08-09;7
Armenia;32;2021-08-09;106;87,4;2019-08-12;104;1,92%;-13,19%;2020-08-10;13
Armenia;32;2021-08-10;85;88,4;2019-08-13;115;-26,09%;-14,03%;2020-08-11;17
Armenia;32;2021-08-11;83;90;2019-08-14;96;-13,54%;-13,82%;2020-08-12;13
Armenia;32;2021-08-12;97;89,9;2019-08-15;95;2,11%;-13,24%;2020-08-13;23
Armenia;32;2021-08-13;90;89,3;2019-08-16;107;-15,89%;-12,95%;2020-08-14;17
Armenia;32;2021-08-14;94;89,6;2019-08-17;91;3,30%;-11,57%;2020-08-15;15
Armenia;32;2021-08-15;76;90,1;2019-08-18;99;-23,23%;-10,75%;2020-08-16;8
Armenia;33;2021-08-16;108;90,4;2019-08-19;97;11,34%;-9,57%;2020-08-17;14
Armenia;33;2021-08-17;94;91,7;2019-08-20;115;-18,26%;-8,29%;2020-08-18;12
Armenia;33;2021-08-18;75;90,6;2019-08-21;90;-16,67%;-8,65%;2020-08-19;16
Armenia;33;2021-08-19;102;91,3;2019-08-22;100;2,00%;-8,58%;2020-08-20;16
Armenia;33;2021-08-20;94;91,9;2019-08-23;109;-13,76%;-8,27%;2020-08-21;17
Armenia;33;2021-08-21;84;90,4;2019-08-24;103;-18,45%;-11,22%;2020-08-22;23
Armenia;33;2021-08-22;84;91,6;2019-08-25;95;-11,58%;-9,59%;2020-08-23;6
Armenia;34;2021-08-23;96;89,9;2019-08-26;101;-4,95%;-11,78%;2020-08-24;16
Armenia;34;2021-08-24;90;89,3;2019-08-27;102;-11,76%;-10,71%;2020-08-25;22
Armenia;34;2021-08-25;77;89,6;2019-08-28;91;-15,38%;-10,56%;2020-08-26;14
Armenia;34;2021-08-26;104;89,9;2019-08-29;94;10,64%;-9,50%;2020-08-27;13
Armenia;34;2021-08-27;103;91,1;2019-08-30;103;0,00%;-7,40%;2020-08-28;25
Armenia;34;2021-08-28;91;92,1;2019-08-31;100;-9,00%;-5,98%;2020-08-29;25
Armenia;34;2021-08-29;86;92,4;2019-09-01;99;-13,13%;-6,23%;2020-08-30;13
Armenia;35;2021-08-30;96;92,4;2019-09-02;97;-1,03%;-5,69%;2020-08-31;19
Armenia;35;2021-08-31;93;92,9;2019-09-03;95;-2,11%;-4,27%;2020-09-01;17
Armenia;35;2021-09-01;76;92,7;2019-09-04;81;-6,17%;-2,99%;2020-09-02;14
Armenia;35;2021-09-02;91;90,9;2019-09-05;93;-2,15%;-4,79%;2020-09-03;17
Armenia;35;2021-09-03;98;90,1;2019-09-06;92;6,52%;-3,96%;2020-09-04;25
Armenia;35;2021-09-04;79;88,4;2019-09-07;96;-17,71%;-5,21%;2020-09-05;16
Armenia;35;2021-09-05;71;86,3;2019-09-08;88;-19,32%;-5,92%;2020-09-06;23
Armenia;36;2021-09-06;84;84,6;2019-09-09;91;-7,69%;-6,92%;2020-09-07;21
Armenia;36;2021-09-07;71;81,4;2019-09-10;96;-26,04%;-10,52%;2020-09-08;27
Armenia;36;2021-09-08;70;80,6;2019-09-11;86;-18,60%;-12,15%;2020-09-09;20
Armenia;36;2021-09-09;93;80,9;2019-09-12;86;8,14%;-10,87%;2020-09-10;16
Armenia;36;2021-09-10;81;78,4;2019-09-13;91;-10,99%;-13,41%;2020-09-11;16
Armenia;36;2021-09-11;74;77,7;2019-09-14;102;-27,45%;-15,00%;2020-09-12;16
Armenia;36;2021-09-12;73;78;2019-09-15;96;-23,96%;-15,74%;2020-09-13;21
Armenia;37;2021-09-13;83;77,9;2019-09-16;91;-8,79%;-15,90%;2020-09-14;12
Armenia;37;2021-09-14;65;77;2019-09-17;95;-31,58%;-16,69%;2020-09-15;21
Armenia;37;2021-09-15;61;75,7;2019-09-18;79;-22,78%;-17,19%;2020-09-16;17
Armenia;37;2021-09-16;86;74,7;2019-09-19;88;-2,27%;-18,54%;2020-09-17;25
Armenia;37;2021-09-17;81;74,7;2019-09-20;88;-7,95%;-18,15%;2020-09-18;29
Armenia;37;2021-09-18;72;74,4;2019-09-21;94;-23,40%;-17,43%;2020-09-19;22
Armenia;37;2021-09-19;77;75;2019-09-22;89;-13,48%;-15,87%;2020-09-20;24
Armenia;38;2021-09-20;86;75,4;2019-09-23;87;-1,15%;-14,84%;2020-09-21;23
Armenia;38;2021-09-21;55;74;2019-09-24;96;-42,71%;-16,59%;2020-09-22;20
Armenia;38;2021-09-22;56;73,3;2019-09-25;77;-27,27%;-17,12%;2020-09-23;17
Armenia;38;2021-09-23;83;72,9;2019-09-26;80;3,75%;-16,53%;2020-09-24;21
Armenia;38;2021-09-24;80;72,7;2019-09-27;85;-5,88%;-16,28%;2020-09-25;25
Armenia;38;2021-09-25;65;71,7;2019-09-28;92;-29,35%;-17,16%;2020-09-26;23
Armenia;38;2021-09-26;69;70,6;2019-09-29;90;-23,33%;-18,62%;2020-09-27;29
Armenia;39;2021-09-27;80;69,7;2019-09-30;81;-1,23%;-18,80%;2020-09-28;21
Armenia;39;2021-09-28;67;71,4;2019-10-01;93;-27,96%;-16,39%;2020-09-29;21
Armenia;39;2021-09-29;58;71,7;2019-10-02;76;-23,68%;-15,91%;2020-09-30;16
Armenia;39;2021-09-30;80;71,3;2019-10-03;77;3,90%;-15,99%;2020-10-01;19
Armenia;39;2021-10-01;69;69,7;2019-10-04;83;-16,87%;-17,57%;2020-10-02;22
Armenia;39;2021-10-02;71;70,6;2019-10-05;90;-21,11%;-16,27%;2020-10-03;20
Armenia;39;2021-10-03;68;70,4;2019-10-06;87;-21,84%;-16,01%;2020-10-04;26
Armenia;40;2021-10-04;82;70,7;2019-10-07;81;1,23%;-15,67%;2020-10-05;17
Armenia;40;2021-10-05;58;69,4;2019-10-08;87;-33,33%;-16,35%;2020-10-06;24
Armenia;40;2021-10-06;63;70,1;2019-10-09;71;-11,27%;-14,76%;2020-10-07;25
Armenia;40;2021-10-07;73;69,1;2019-10-10;86;-15,12%;-17,26%;2020-10-08;27
Armenia;40;2021-10-08;62;68,1;2019-10-11;83;-25,30%;-18,46%;2020-10-09;35
Armenia;40;2021-10-09;61;66,7;2019-10-12;87;-29,89%;-19,76%;2020-10-10;23
Armenia;40;2021-10-10;69;66,9;2019-10-13;84;-17,86%;-19,17%;2020-10-11;37
Armenia;41;2021-10-11;77;66,1;2019-10-14;85;-9,41%;-20,58%;2020-10-12;16
Austria;53;2021-01-01;123;188,4;2019-01-04;860;-85,70%;-77,21%;2020-01-03;945
